price,location,area,year,rooms,level,state
905 632 zł,"Kraków, Mistrzejowice","99,52 m²",2020,4,7,do wykończenia
405 455 zł,"Kraków, Mistrzejowice","48,85 m²",2020,2,parter,do wykończenia
531 726 zł,"Kraków, Mistrzejowice","68,17 m²",2020,3,7,do wykończenia
497 002 zł,"Kraków, Mistrzejowice","48,17 m²",2020,2,1,do wykończenia
512 694 zł,"Kraków, Mistrzejowice","65,73 m²",2020,2,parter,do wykończenia
752 265 zł,"Kraków, Mistrzejowice","103,05 m²",2020,5,3,do wykończenia
509 175 zł,"Kraków, Mistrzejowice","67,89 m²",2020,2,3,do wykończenia
382 958 zł,"Kraków, Mistrzejowice","52,46 m²",2020,2,parter,do wykończenia
364 000 zł,"Kraków, Mistrzejowice",41 m²,1970,2,1,do zamieszkania
446 000 zł,"Kraków, Mistrzejowice",48 m²,1970,3,3,do zamieszkania
388 563 zł,"Kraków, Mistrzejowice, Osiedle Bohaterów Września","43,98 m²",2021,2,4,do wykończenia
249 999 zł,"Kraków, Mistrzejowice",28 m²,1980,1,2,do remontu
590 000 zł,"Kraków, Mistrzejowice",75 m²,1992,4,3,do zamieszkania
779 000 zł,"Kraków, Mistrzejowice","81,50 m²",2012,3,parter,do zamieszkania
440 000 zł,"Kraków, Mistrzejowice, ul. Piasta Kołodzieja",56 m²,2008,2,4,do zamieszkania
372 000 zł,"Kraków, Mistrzejowice",47 m²,1971,2,3,do remontu
633 000 zł,"Kraków, Mistrzejowice, os. Piastów",63 m²,2020,3,1,do zamieszkania
369 000 zł,"Kraków, Mistrzejowice, Piastów","45,23 m²",1970,3,> 10,do zamieszkania
468 000 zł,"Kraków, Mistrzejowice, os. Tysiąclecia",60 m²,1970,3,3,do remontu
515 964 zł,"Kraków, Mistrzejowice","67,89 m²",2020,3,5,do wykończenia
487 713 zł,"Kraków, Mistrzejowice","66,81 m²",2020,3,parter,do wykończenia
532 928 zł,"Kraków, Mistrzejowice","60,56 m²",2020,2,8,do wykończenia
497 268 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","65,43 m²",2021,4,1,do zamieszkania
466 732 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","59,08 m²",2021,3,1,do zamieszkania
384 788 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","50,63 m²",2021,3,1,do zamieszkania
366 168 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","48,18 m²",2021,2,1,do zamieszkania
385 548 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","50,73 m²",2021,2,1,do zamieszkania
794 885 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","87,35 m²",2020,4,9,do wykończenia
381 498 zł,"Kraków, Mistrzejowice, Piasta Kołodzieja","48,91 m²",2020,2,parter,do wykończenia
492 896 zł,"Kraków, Mistrzejowice","67,52 m²",2021,2,9,do wykończenia
385 440 zł,"Kraków, Mistrzejowice","48,18 m²",2021,2,parter,do wykończenia
451 962 zł,"Kraków, Mistrzejowice","59,08 m²",2021,3,parter,do wykończenia
456 358 zł,"Kraków, Podgórze Duchackie, ul. Adama Bochenka","61,67 m²",2021,3,2,do wykończenia
419 000 zł,"Kraków, Podgórze Duchackie, Włoska","52,20 m²",1970,2,1,do zamieszkania
690 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów",90 m²,2010,3,2,do zamieszkania
679 700 zł,"Kraków, Podgórze Duchackie","60,50 m²",2019,3,6,do zamieszkania
430 000 zł,"Kraków, Podgórze Duchackie, Piaski Wielkie, Bochenka","48,23 m²",2011,2,4,do zamieszkania
412 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, ul. Marii i Bolesława Wysłouchów","51,30 m²",2001,2,3,do zamieszkania
714 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka, ul. Sebastiana Klonowica",68 m²,2020,3,3,do zamieszkania
320 000 zł,"Kraków, Podgórze Duchackie, ul. Adama Bochenka","35,75 m²",2021,2,6,do wykończenia
695 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka",62 m²,2014,4,parter,do zamieszkania
456 358 zł,"Kraków, Podgórze Duchackie, ul. Adama Bochenka","61,67 m²",2021,3,2,do wykończenia
520 000 zł,"Kraków, Podgórze Duchackie, Edwarda Heila",60 m²,1984,5,4,do zamieszkania
749 000 zł,"Kraków, Podgórze Duchackie, Puszkarska","84,17 m²",2021,4,5,do wykończenia
519 000 zł,"Kraków, Podgórze Duchackie, Puszkarska","55,20 m²",2021,3,6,do wykończenia
569 000 zł,"Kraków, Podgórze Duchackie, Puszkarska","68,66 m²",2021,3,3,do wykończenia
429 000 zł,"Kraków, Podgórze Duchackie, Puszkarska","44,21 m²",2021,2,7,do wykończenia
349 000 zł,"Kraków, Podgórze Duchackie, Puszkarska","35,35 m²",2021,1,3,do wykończenia
414 999 zł,"Kraków, Podgórze Duchackie, Łużycka","60,62 m²",1978,3,3,do zamieszkania
430 000 zł,"Kraków, Podgórze Duchackie, Marii i Bolesława Wysłouchów","53,80 m²",1985,2,9,do zamieszkania
335 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka, ul. Szpakowa",44 m²,2020,2,1,do wykończenia
720 000 zł,"Kraków, Podgórze Duchackie, Piaski Wielkie","82,70 m²",1997,4,1,do zamieszkania
519 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka, Walerego Sławka","62,28 m²",2020,3,1,do wykończenia
489 000 zł,"Kraków, Podgórze Duchackie, Adama Bochenka",53 m²,2015,2,5,do zamieszkania
540 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka, ul. Czarnogórska","57,36 m²",2009,3,1,do zamieszkania
500 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów",62 m²,1983,3,3,do zamieszkania
499 000 zł,"Kraków, Podgórze Duchackie","70,40 m²",1980,4,7,do remontu
549 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów","78,90 m²",1985,4,4,do zamieszkania
380 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów","49,30 m²",1982,2,4,do zamieszkania
339 000 zł,"Kraków, Podgórze Duchackie","31,14 m²",2018,1,2,do zamieszkania
425 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, ul. Kordiana",60 m²,2006,2,3,do zamieszkania
380 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów","49,30 m²",1982,2,4,do zamieszkania
400 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, ul. Marii i Bolesława Wysłouchów","42,60 m²",2005,2,5,do zamieszkania
720 000 zł,"Kraków, Podgórze Duchackie, Piaski Wielkie","82,70 m²",1997,4,1,do zamieszkania
429 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, por. Halszki","49,34 m²",1970,2,1,do zamieszkania
429 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, por. Halszki","49,34 m²",1970,2,1,do zamieszkania
339 000 zł,"Kraków, Podgórze Duchackie","31,14 m²",2018,1,2,do zamieszkania
400 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, ul. Marii i Bolesława Wysłouchów","42,60 m²",2005,2,5,do zamieszkania
495 000 zł,"Kraków, Podgórze Duchackie, Piaski Wielkie, Bochenka",50 m²,2012,2,10,do zamieszkania
323 046 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","47,16 m²",2021,2,7,do wykończenia
317 228 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","44,68 m²",2021,2,7,do wykończenia
425 409 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,21 m²",2021,3,7,do wykończenia
403 378 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","58,04 m²",2021,3,7,do wykończenia
339 990 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","48,57 m²",2021,2,7,do wykończenia
428 680 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,24 m²",2021,4,7,do wykończenia
406 096 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","59,72 m²",2021,3,6,do wykończenia
295 120 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","42,16 m²",2021,2,6,do wykończenia
392 679 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,91 m²",2021,3,6,do wykończenia
419 288 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,21 m²",2021,3,6,do wykończenia
397 574 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","58,04 m²",2021,3,6,do wykończenia
335 133 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","48,57 m²",2021,2,6,do wykończenia
422 556 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,24 m²",2021,4,6,do wykończenia
406 096 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","59,72 m²",2021,3,5,do wykończenia
295 120 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","42,16 m²",2021,2,5,do wykończenia
392 679 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,91 m²",2021,3,5,do wykończenia
318 330 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","47,16 m²",2021,2,5,do wykończenia
466 785 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","67,65 m²",2021,4,5,do wykończenia
419 288 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,21 m²",2021,3,5,do wykończenia
397 574 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","58,04 m²",2021,3,5,do wykończenia
422 556 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","61,24 m²",2021,4,5,do wykończenia
400 124 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","59,72 m²",2021,3,4,do wykończenia
369 915 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,91 m²",2021,3,4,do wykończenia
391 770 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","58,04 m²",2021,3,4,do wykończenia
394 152 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","59,72 m²",2021,3,3,do wykończenia
381 297 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,91 m²",2021,3,3,do wykończenia
385 966 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","58,04 m²",2021,3,3,do wykończenia
376 415 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","57,91 m²",2021,3,2,do wykończenia
376 415 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","57,91 m²",2021,3,2,do wykończenia
368 214 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","55,79 m²",2021,3,2,do wykończenia
371 188 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,67 m²",2021,3,2,do wykończenia
376 415 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","57,91 m²",2021,3,1,do wykończenia
368 214 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","55,79 m²",2021,3,1,do wykończenia
388 873 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","59,37 m²",2021,3,1,do wykończenia
371 188 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","56,67 m²",2021,3,1,do wykończenia
396 264 zł,"Kraków, Podgórze Duchackie, Szpakowa 10","60,04 m²",2021,4,1,do wykończenia
950 000 zł,"Kraków, Podgórze Duchackie, Adama Bochenka",134 m²,2016,7,parter,do zamieszkania
1 149 000 zł,"Kraków, Podgórze Duchackie, Adama Bochenka",155 m²,2016,7,parter,do zamieszkania
437 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów, Kordiana",60 m²,2006,2,4,do zamieszkania
739 000 zł,"Kraków, Podgórze Duchackie, Wola Duchacka",107 m²,2018,3,1,do wykończenia
463 000 zł,"Kraków, Podgórze Duchackie, Kurdwanów","60,70 m²",70,3,1,do remontu
599 500 zł,"Kraków, Prądnik Czerwony, ul. Młyńska",71 m²,1984,4,1,do zamieszkania
504 999 zł,"Kraków, Prądnik Czerwony, ul. Marchołta","54,32 m²",2008,2,1,do zamieszkania
599 500 zł,"Kraków, Prądnik Czerwony, ul. Młyńska",71 m²,1984,4,1,do zamieszkania
519 000 zł,"Kraków, Prądnik Czerwony","50,63 m²",2022,3,1,do wykończenia
891 000 zł,"Kraków, Prądnik Czerwony, Dominikanów",86 m²,2022,3,3,do wykończenia
1 029 000 zł,"Kraków, Prądnik Czerwony, Dominikanów","103,50 m²",2022,5,1,do wykończenia
265 000 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 109","25,78 m²",1984,1,2,do zamieszkania
499 000 zł,"Kraków, Prądnik Czerwony, Promienistych",58 m²,2020,2,1,do wykończenia
682 000 zł,"Kraków, Prądnik Czerwony, Promienistych","82,44 m²",2020,3,2,do wykończenia
518 958 zł,"Kraków, Prądnik Czerwony, Dominikanów","50,63 m²",2021,3,1,do wykończenia
369 000 zł,"Kraków, Prądnik Czerwony, ul. Powstańców","45,67 m²",1985,2,3,do zamieszkania
490 000 zł,"Kraków, Prądnik Czerwony, ul. Strzelców",58 m²,1980,3,4,do zamieszkania
510 000 zł,"Kraków, Prądnik Czerwony",53 m²,1980,3,2,do remontu
408 000 zł,"Kraków, Prądnik Czerwony, ul. Grochowska",49 m²,1970,2,5,do remontu
495 000 zł,"Kraków, Prądnik Czerwony",60 m²,2008,2,2,do zamieszkania
616 308 zł,"Kraków, Prądnik Czerwony, Promienistych","70,84 m²",2021,3,3,do wykończenia
501 587 zł,"Kraków, Prądnik Czerwony, Promienistych","57,92 m²",2021,3,2,do wykończenia
417 000 zł,"Kraków, Prądnik Czerwony, ul. Promienistych",43 m²,2020,2,3,do wykończenia
434 630 zł,"Kraków, Prądnik Czerwony, Promienistych","44,35 m²",2021,2,parter,do wykończenia
460 000 zł,"Kraków, Prądnik Czerwony, Jakuba Majora","52,50 m²",1980,3,2,do remontu
470 000 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 127","52,50 m²",1980,3,1,do zamieszkania
549 000 zł,"Kraków, Prądnik Czerwony, Ugorek","55,30 m²",1963,3,7,do zamieszkania
870 000 zł,"Kraków, Prądnik Czerwony, Pilotów",94 m²,1993,4,1,do zamieszkania
679 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza",50 m²,2020,2,1,do zamieszkania
499 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza",34 m²,2020,1,2,do wykończenia
654 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza","43,34 m²",2020,2,1,do wykończenia
495 000 zł,"Kraków, Prądnik Czerwony",59 m²,2008,2,2,do zamieszkania
429 000 zł,"Kraków, Prądnik Czerwony, Ugorek, Śliczna",50 m²,1980,2,3,do remontu
656 850 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 102","65,35 m²",1975,5,9,do zamieszkania
704 000 zł,"Kraków, Prądnik Czerwony, Rakowice, ul. Widna",64 m²,1930,3,1,do zamieszkania
454 999 zł,"Kraków, Prądnik Czerwony, Powstańców","45,63 m²",1980,3,3,do zamieszkania
375 000 zł,"Kraków, Prądnik Czerwony","34,10 m²",1965,2,parter,do zamieszkania
659 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza","66,61 m²",2014,3,1,do zamieszkania
870 000 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 35",103 m²,2002,4,1,do zamieszkania
495 000 zł,"Kraków, Prądnik Czerwony, ul. Strzelców",58 m²,1980,3,4,do zamieszkania
490 000 zł,"Kraków, Prądnik Czerwony, ul. Dominikanów",41 m²,2011,2,parter,do zamieszkania
500 000 zł,"Kraków, Prądnik Czerwony",66 m²,2010,3,4,do zamieszkania
380 000 zł,"Kraków, Prądnik Czerwony, 29 Listopada","48,40 m²",1950,2,1,do zamieszkania
2 500 000 zł,"Kraków, Prądnik Czerwony","194,10 m²",2017,5,4,do remontu
530 000 zł,"Kraków, Prądnik Czerwony","58,88 m²",2015,3,parter,do zamieszkania
495 000 zł,"Kraków, Prądnik Czerwony",60 m²,2008,2,2,do zamieszkania
870 000 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 35",103 m²,2002,4,1,do zamieszkania
490 000 zł,"Kraków, Prądnik Czerwony, ul. Dominikanów",41 m²,2011,2,parter,do zamieszkania
870 000 zł,"Kraków, Prądnik Czerwony, Pilotów","92,50 m²",1993,4,1,do wykończenia
1 045 000 zł,"Kraków, Prądnik Czerwony, Marka Eminowicza",200 m²,1984,4,1,do zamieszkania
485 000 zł,"Kraków, Prądnik Czerwony, ul. abp. Zygmunta Szczęsnego Felińskiego","57,30 m²",2010,3,5,do zamieszkania
495 000 zł,"Kraków, Prądnik Czerwony",60 m²,2008,2,2,do zamieszkania
450 000 zł,"Kraków, Prądnik Czerwony, Mariana Słoneckiego",52 m²,1983,3,parter,do zamieszkania
590 000 zł,"Kraków, Prądnik Czerwony, Mieczysława Pszona","81,50 m²",1995,4,4,do remontu
870 000 zł,"Kraków, Prądnik Czerwony, ul. Pilotów",94 m²,1993,4,1,do zamieszkania
379 000 zł,"Kraków, Prądnik Czerwony, Strzelców","45,78 m²",1980,3,4,do zamieszkania
379 000 zł,"Kraków, Prądnik Czerwony, Rakowice, bp. Jana Prandoty","29,30 m²",2020,1,5,do wykończenia
369 000 zł,"Kraków, Prądnik Czerwony",41 m²,1965,3,3,do remontu
289 000 zł,"Kraków, Prądnik Czerwony, Powstańców",32 m²,1970,2,parter,do remontu
434 630 zł,"Kraków, Prądnik Czerwony","44,35 m²",2021,2,parter,do wykończenia
459 000 zł,"Kraków, Prądnik Czerwony",44 m²,1970,2,3,do zamieszkania
455 124 zł,"Kraków, Prądnik Czerwony, Rakowice, Rakowicka","32,98 m²",2020,2,2,do wykończenia
460 000 zł,"Kraków, Prądnik Czerwony, Ugorek, Ostatnia",53 m²,2008,2,parter,do zamieszkania
460 012 zł,"Kraków, Prądnik Czerwony, Promienistych","46,94 m²",2021,2,parter,do wykończenia
501 587 zł,"Kraków, Prądnik Czerwony, Promienistych","57,92 m²",2021,3,2,do wykończenia
598 000 zł,"Kraków, Prądnik Czerwony, Ostatnia","50,80 m²",2016,2,4,do zamieszkania
530 000 zł,"Kraków, Prądnik Czerwony","58,88 m²",2016,3,parter,do zamieszkania
505 000 zł,"Kraków, Prądnik Czerwony, Strzelców",53 m²,1980,3,2,do zamieszkania
660 000 zł,"Kraków, Prądnik Czerwony","65,87 m²",1978,4,9,do zamieszkania
606 001 zł,"Kraków, Prądnik Czerwony","68,09 m²",2020,3,1,do wykończenia
669 814 zł,"Kraków, Prądnik Czerwony","75,26 m²",2020,3,2,do wykończenia
630 476 zł,"Kraków, Prądnik Czerwony","70,84 m²",2020,4,1,do wykończenia
431 000 zł,"Kraków, Prądnik Czerwony, Lublańska","45,12 m²",2020,2,3,do wykończenia
640 000 zł,"Kraków, Prądnik Czerwony, Reduta","61,01 m²",2017,3,3,do zamieszkania
1 190 000 zł,"Kraków, Prądnik Czerwony",119 m²,2008,5,10,do zamieszkania
306 000 zł,"Kraków, Prądnik Czerwony, ul. Zenona Klemensiewicza","22,62 m²",2021,2,2,do wykończenia
446 353 zł,"Kraków, Prądnik Czerwony, Promienistych","46,50 m²",2021,2,4,do wykończenia
311 810 zł,"Kraków, Prądnik Czerwony","22,62 m²",2021,2,5,do wykończenia
221 935 zł,"Kraków, Prądnik Czerwony","15,69 m²",2021,1,parter,do wykończenia
310 383 zł,"Kraków, Prądnik Czerwony","21,46 m²",2021,2,5,do wykończenia
370 000 zł,"Kraków, Prądnik Czerwony, Kwartowa",45 m²,1999,2,3,do zamieszkania
704 000 zł,"Kraków, Prądnik Czerwony, Rakowice, ul. Widna",64 m²,1930,3,1,do zamieszkania
590 000 zł,"Kraków, Prądnik Czerwony, ul. Widna",75 m²,1937,4,2,do zamieszkania
629 000 zł,"Kraków, Prądnik Czerwony","60,50 m²",2010,3,parter,do zamieszkania
725 780 zł,"Kraków, Prądnik Czerwony, Marchołta","65,98 m²",2019,3,3,do zamieszkania
2 500 000 zł,"Kraków, Prądnik Czerwony, Reduta","194,10 m²",2017,5,4,do zamieszkania
484 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza",34 m²,2020,1,3,do zamieszkania
519 000 zł,"Kraków, Prądnik Czerwony","54,32 m²",2008,2,1,do zamieszkania
439 000 zł,"Kraków, Prądnik Czerwony, Promienistych","45,12 m²",2020,2,3,do wykończenia
515 000 zł,"Kraków, Prądnik Czerwony, Strzelców",53 m²,1980,3,2,do remontu
585 000 zł,"Kraków, Prądnik Czerwony, Ugorek",54 m²,2013,2,2,do zamieszkania
610 000 zł,"Kraków, Prądnik Czerwony",45 m²,2019,2,2,do zamieszkania
700 000 zł,"Kraków, Prądnik Czerwony","58,26 m²",2019,3,1,do zamieszkania
510 000 zł,"Kraków, Prądnik Czerwony, Reduta",53 m²,1980,3,2,do zamieszkania
769 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza","52,30 m²",2017,3,parter,do zamieszkania
510 000 zł,"Kraków, Prądnik Czerwony, Marchołta","54,32 m²",2008,2,1,do zamieszkania
425 000 zł,"Kraków, Prądnik Czerwony, Jakuba Majora","52,50 m²",1980,3,2,do remontu
609 526 zł","Kraków, Prądnik Czerwony, Śliczna","60,04 m²",2021,3,7,do wykończenia
980 254 zł","Kraków, Prądnik Czerwony, Śliczna","83,27 m²",2021,4,10,do wykończenia
726 243 zł","Kraków, Prądnik Czerwony, Śliczna","60,04 m²",2021,3,10,do wykończenia
566 343 zł","Kraków, Prądnik Czerwony, Śliczna","59,59 m²",2021,3,2,do wykończenia
583 588 zł","Kraków, Prądnik Czerwony, Śliczna","60,04 m²",2021,3,4,do wykończenia
685 000 zł,"Kraków, Prądnik Czerwony, Jezuitów",75 m²,2000,4,1,do zamieszkania
425 000 zł,"Kraków, Prądnik Czerwony, Reduta",32 m²,2020,2,4,do wykończenia
379 000 zł,"Kraków, Prądnik Czerwony, Powstańców","45,37 m²",1980,3,4,do zamieszkania
445 000 zł,"Kraków, Prądnik Czerwony","51,87 m²",1984,2,4,do zamieszkania
1 350 000 zł,"Kraków, Prądnik Czerwony","118,50 m²",2008,5,10,do zamieszkania
870 000 zł,"Kraków, Prądnik Czerwony, Pilotów",94 m²,1993,4,1,do zamieszkania
2 500 000 zł,"Kraków, Prądnik Czerwony, Reduta","194,10 m²",2015,5,5,do zamieszkania
455 000 zł,"Kraków, Prądnik Czerwony, gen. Ignacego Prądzyńskiego","51,87 m²",1984,2,4,do zamieszkania
495 000 zł,"Kraków, Prądnik Czerwony, Józefa Łepkowskiego",65 m²,2001,3,4,do zamieszkania
2 500 000 zł,"Kraków, Prądnik Czerwony, Reduta","194,10 m²",2017,5,4,do zamieszkania
524 000 zł,"Kraków, Prądnik Czerwony","64,85 m²",2004,3,2,do zamieszkania
226 100 zł,"Kraków, Prądnik Czerwony, ul. Zenona Klemensiewicza","15,74 m²",2021,1,parter,do wykończenia
629 000 zł,"Kraków, Prądnik Czerwony, Osiedle Oświecenia","60,51 m²",2010,3,parter,do zamieszkania
436 782 zł","Kraków, Prądnik Czerwony, Lublańska","45,12 m²",2021,2,1,do wykończenia
953 274 zł","Kraków, Prądnik Czerwony, Śliczna","83,27 m²",2021,4,9,do wykończenia
967 334 zł","Kraków, Prądnik Czerwony, Śliczna","99,52 m²",2021,5,7,do wykończenia
648 432 zł,"Kraków, Prądnik Czerwony, Śliczna","60,04 m²",2021,3,8,do wykończenia
540 000 zł,"Kraków, Prądnik Czerwony",60 m²,1985,3,8,do zamieszkania
525 000 zł,"Kraków, Prądnik Czerwony, Reduta",59 m²,2015,3,parter,do zamieszkania
818 377 zł","Kraków, Prądnik Czerwony, Śliczna","83,27 m²",2021,4,7,do wykończenia
872 336 zł","Kraków, Prądnik Czerwony, Śliczna","83,27 m²",2021,4,8,do wykończenia
470 000 zł,"Kraków, Prądnik Czerwony, ul. Dobrego Pasterza 127","52,50 m²",1980,3,1,do zamieszkania
689 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza","66,59 m²",2014,3,3,do zamieszkania
676 008 zł,"Kraków, Prądnik Czerwony","82,44 m²",2020,3,2,do zamieszkania
480 000 zł,"Kraków, Prądnik Czerwony, Ułanów",57 m²,2000,3,2,do zamieszkania
446 353 zł","Kraków, Prądnik Czerwony, ul. Promienistych","46,50 m²",2021,2,4,do wykończenia
676 008 zł,"Kraków, Prądnik Czerwony, Promienistych","82,44 m²",2021,3,5,do wykończenia
550 884 zł,"Kraków, Prądnik Czerwony, Promienistych","63,32 m²",2021,3,parter,do wykończenia
431 648 zł,"Kraków, Prądnik Czerwony, Promienistych","45,92 m²",2021,2,parter,do wykończenia
525 000 zł,"Kraków, Prądnik Czerwony, Dobrego Pasterza","58,52 m²",2004,2,2,do zamieszkania
517 535 zł,"Kraków, Prądnik Czerwony, Promienistych",58 m²,2021,3,parter,do wykończenia
616 308 zł,"Kraków, Prądnik Czerwony, Promienistych","70,84 m²",2021,4,5,do wykończenia
671 814 zł,"Kraków, Prądnik Czerwony, Promienistych","77,22 m²",2021,3,1,do wykończenia
501 587 zł,"Kraków, Prądnik Czerwony, Promienistych","57,92 m²",2021,3,2,do wykończenia
620 000 zł,"Kraków, Prądnik Biały, Józefa Chełmońskiego","63,91 m²",2014,3,1,do zamieszkania
380 000 zł,"Kraków, Prądnik Biały, Żabiniec",37 m²,2004,2,7,do zamieszkania
395 000 zł,"Kraków, Prądnik Biały, Azory, ul. Stanisława Lentza",50 m²,1980,3,1,do remontu
526 500 zł,"Kraków, Prądnik Biały, Szymona Zimorowicza",59 m²,2020,4,parter,do wykończenia
354 000 zł,"Kraków, Prądnik Biały, Szymona Zimorowicza","39,01 m²",2020,2,parter,do wykończenia
420 000 zł,"Kraków, Prądnik Biały, Górka Narodowa, 29 Listopada","47,23 m²",2009,2,6,do zamieszkania
212 100 zł,"Kraków, Prądnik Biały, Azory, ul. Eljasza Walerego Radzikowskiego","20,20 m²",2020,1,parter,do wykończenia
739 000 zł,"Kraków, Prądnik Biały, ul. Eljasza Walerego Radzikowskiego",87 m²,2001,5,4,do wykończenia
389 000 zł,"Kraków, Prądnik Biały, Tonie","64,22 m²",2021,3,parter,do wykończenia
459 000 zł,"Kraków, Prądnik Biały, Bronowice Wielkie, ul. Józefa Chełmońskiego 102C","48,33 m²",2020,3,parter,do wykończenia
360 000 zł,"Kraków, Prądnik Biały, Azory, ul. Kazimierza Pużaka","37,10 m²",1970,2,3,do zamieszkania
462 000 zł,"Kraków, Prądnik Biały, Henryka Pachońskiego","46,50 m²",1979,3,4,do zamieszkania
649 000 zł,"Kraków, Prądnik Biały, Józefa Chełmońskiego",63 m²,2014,3,1,do zamieszkania
719 000 zł,"Kraków, Prądnik Biały, Pękowicka",104 m²,2019,4,1,do zamieszkania
575 000 zł,"Kraków, Prądnik Biały, Józefa Chełmońskiego","55,20 m²",2018,2,parter,do zamieszkania
489 000 zł,"Kraków, Prądnik Biały, Azory, Eljasza Walerego Radzikowskiego","53,20 m²",2003,2,5,do zamieszkania
780 000 zł,"Kraków, Prądnik Biały, Józefa Chełmońskiego","78,20 m²",2015,3,1,do zamieszkania
519 000 zł,"Kraków, Prądnik Biały, abp. Zygmunta Szczęsnego Felińskiego",56 m²,2014,2,4,do zamieszkania
413 600 zł,"Kraków, Prądnik Biały, Stelmachów","48,12 m²",2020,2,3,do zamieszkania
632 000 zł,"Kraków, Prądnik Biały, Żabiniec, ul. Żabiniec","58,70 m²",2015,3,5,do zamieszkania
449 980 zł,"Kraków, Prądnik Biały, Górka Narodowa","59,82 m²",2021,3,1,do wykończenia
395 837 zł,"Kraków, Prądnik Biały, Górka Narodowa","42,18 m²",2020,2,3,do wykończenia
330 000 zł,"Kraków, Prądnik Biały, Górka Narodowa",36 m²,2020,2,1,do wykończenia
507 450 zł,"Kraków, Prądnik Biały, Banacha","65,37 m²",2021,3,2,do wykończenia
